uid,subj_id,utterance,pa_step,bt_step,block,buttonOrder,buttonPosition,contour,countDelay,countUp,forcedChoiceRT,presentationOrder,response,response_binary,start,end,erb_diff,st_diff,start_erb,end_erb,start_erb_centered,end_erb_centered,tcog_t_raw,tcog_f_raw,tcog_t_centered,tcog_f_centered,tcog_t_semitone,tcog_f_semitone,st_tcog,global_pattern,duration,age,gender,born_in_us,time_in_us,has_music_training,music_details,speaks_other_lang,other_lang_details,age_learned_english,aq_comm,aq_social,loneliness_score,logrt
7487,null1,branning,1,5,1,ta,left,1_5,3218,28,491,15,telling,1,70,147.29848706238238,2,12.879789420209447,2.193323579779914,4.193323579779914,-0.5548809991260342,1.4451190008739658,0.5537544559267248,102.04942877604415,0.651640155735676,12.049428776044158,0.6182179914520648,1.6954641919217326,2.1752544038470027,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.19644412779452
7488,null1,bronville,2,4,1,ta,left,2_4,4845,80,934,16,telling,1,80,124.05699442806409,1.156426329321981,7.595174071904597,2.4743972504579332,3.630823579779914,-0.27380732844801514,0.8826190008739658,0.5636823362854022,97.43209900712695,0.7006085923014669,7.43209900712696,0.6911512162445749,1.265176147442186,1.3736657410569524,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.839476438228843
7489,null1,broadway,2,5,1,ta,right,2_5,4183,44,1121,17,asking,0,80,147.29848706238238,1.718926329321981,10.568048484900695,2.4743972504579332,4.193323579779914,-0.27380732844801514,1.4451190008739658,0.5506052020203638,108.40025718658012,0.7367212838597242,18.400257186580117,0.7174566493629769,2.938518576911952,3.2204552763317054,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,7.02197642307216
7490,null1,grandma,4,5,1,ta,right,4_5,4636,66,854,18,asking,0,100,147.29848706238238,1.1782206457496187,6.704911346252346,3.0151029340302955,4.193323579779914,0.2668983551243471,1.4451190008739658,0.5634648051049658,117.06915163433148,0.7530003610395671,27.069151634331476,0.7357129696118125,4.415154878298757,4.5523687353607105,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.74993119378857
7491,null1,branning,2,1,1,ta,left,2_1,3052,76,375,19,telling,1,80,61.325523908511215,-0.531073670678019,-4.602148153361464,2.4743972504579332,1.9433235797799142,-0.27380732844801514,-0.8048809991260342,0.47192776942396797,72.83277891302681,0.668775095174957,-17.167221086973193,0.6822275012812613,-3.730005753802781,-3.664045315723892,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,5.926926025970411
7492,null1,greenview,1,1,1,ta,left,1_1,4937,38,427,20,telling,1,70,61.325523908511215,-0.25,-2.2904072180527137,2.193323579779914,1.9433235797799142,-0.5548809991260342,-0.8048809991260342,0.47063042390456,68.37674260289158,0.6229251808788832,-21.62325739710841,0.6339754666999937,-4.788119138566997,-4.757031666355202,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.056784013228625
7493,null1,broadway,1,4,1,ta,right,1_4,3840,62,1834,21,asking,0,70,124.05699442806409,1.4375,9.906915007213346,2.193323579779914,3.630823579779914,-0.5548809991260342,0.8826190008739658,0.5377565715628886,93.47395727758045,0.5592283933349896,3.4739572775804564,0.540842489218444,0.44753819170322706,0.6556736538294377,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,7.51425465281641
7494,null1,greenview,2,3,1,ta,left,2_3,3409,72,739,22,telling,1,80,102.02442198493041,0.593926329321981,4.210111583741802,2.4743972504579332,3.068323579779914,-0.27380732844801514,0.32011900087396583,0.5360808779648776,89.12743721648776,0.5478972994645916,-0.8725627835122276,0.5442906061483804,-0.1973209658143277,-0.16866454101622663,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.6052979209482015
7495,null1,branning,3,4,1,ta,right,3_4,4345,72,594,23,asking,0,90,124.05699442806409,0.8826190008739658,5.556074054596848,2.7482045789059484,3.630823579779914,0,0.8826190008739658,0.5284330997102612,103.82233118430443,0.8376471108110083,13.82233118430443,0.8309915293506058,2.3888763940107514,2.473438564049876,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.386879319362645
7496,null1,bronville,5,2,1,ta,left,5_2,4439,10,366,24,telling,1,110,81.1346582583131,-0.7696003893612655,-5.269359565056132,3.2754239691411797,2.505823579779914,0.5272193902352313,-0.24238099912603417,0.5329642055210002,97.28806500886046,0.4948798201919092,7.288065008860456,0.494008124102151,1.3490168542812448,1.3480539500274038,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,5.902633333401366
7497,null1,grandma,4,3,1,ta,right,4_3,4960,66,562,25,asking,0,100,102.02442198493041,0.05322064574961871,0.34697444509345005,3.0151029340302955,3.068323579779914,0.2668983551243471,0.32011900087396583,0.5322002892496899,99.79344470838839,0.624069052666426,9.793444708388385,0.6190261278490284,1.8218681988573495,1.788240583393288,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.331501849893691
7498,null1,bronville,3,5,2,ta,right,3_5,4520,66,919,26,asking,0,90,147.29848706238238,1.4451190008739658,8.528948467592945,2.7482045789059484,4.193323579779914,0,1.4451190008739658,0.5753741817954893,110.50157461147577,0.8579499701876526,20.501574611475778,0.8455463937097427,3.373503731909236,3.5528402537165,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.823286122355687
7499,null1,greenview,1,2,2,ta,left,1_2,3684,28,374,27,telling,1,70,81.1346582583131,0.3125,2.5555607939001854,2.193323579779914,2.505823579779914,-0.5548809991260342,-0.24238099912603417,0.49247344792357844,75.89133052534348,0.5447863394485098,-14.10866947465652,0.5467701969223221,-2.949424271532072,-2.951878958387403,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,5.924255797414532
7500,null1,broadway,3,1,2,ta,left,3_1,3414,78,642,28,telling,1,90,61.325523908511215,-0.8048809991260342,-6.641248170669213,2.7482045789059484,1.9433235797799142,0,-0.8048809991260342,0.4710220640766514,78.04766413462276,0.8353007349066071,-11.952335865377242,0.8347683992349535,-2.5434785661402106,-2.4668345590167884,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.464588303689961
7501,null1,branning,4,4,2,ta,right,4_4,4210,4,941,29,asking,0,100,124.05699442806409,0.6157206457496187,3.7320369332562473,3.0151029340302955,3.630823579779914,0.2668983551243471,0.8826190008739658,0.5246686469724445,109.11726101223478,0.6834021049889131,19.117261012234774,0.6715514003698374,3.2962481742279444,3.3345891578166285,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.846943139585379
7502,null1,grandma,5,5,2,ta,right,5_5,4565,72,1031,30,asking,0,110,147.29848706238238,0.9178996106387345,5.054869061253128,3.2754239691411797,4.193323579779914,0.5272193902352313,1.4451190008739658,0.5687518234756437,122.49118202835929,0.6984517626690389,32.4911820283593,0.6822474058825634,5.253229263001719,5.336171865362661,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.93828448401696
7503,null1,bronville,4,1,2,ta,left,4_1,3296,70,265,31,telling,1,100,61.325523908511215,-1.0717793542503813,-8.465285292009813,3.0151029340302955,1.9433235797799142,0.2668983551243471,-0.8048809991260342,0.5190810911843617,85.11522864135048,0.6781629221627524,-4.88477135864951,0.6876195513796072,-1.0752296648880693,-0.966092668948757,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,5.579729825986222
7504,null1,broadway,4,2,2,ta,left,4_2,3269,44,458,32,telling,1,100,81.1346582583131,-0.5092793542503813,-3.6193172800569147,3.0151029340302955,2.505823579779914,0.2668983551243471,-0.24238099912603417,0.489429580180608,91.44737254807364,0.47514707227238034,1.4473725480736563,0.47176965288378675,0.3022848783308391,0.2762006140058121,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.126869184114185
7505,null1,grandma,5,1,2,ta,left,5_1,4941,6,485,33,telling,1,110,61.325523908511215,-1.3321003893612655,-10.115327577009031,3.2754239691411797,1.9433235797799142,0.5272193902352313,-0.8048809991260342,0.5067455457253567,89.59236886850172,0.5818825227073421,-0.4076311314982804,0.5994857062629909,-0.2965486454031505,-0.07858976532719093,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.184148890937483
7506,null1,branning,5,4,2,ta,right,5_4,3663,56,415,34,asking,0,110,124.05699442806409,0.3553996106387345,2.0819946482570297,3.2754239691411797,3.630823579779914,0.5272193902352313,0.8826190008739658,0.5217414878645714,114.23984785729841,0.6221931431345602,24.23984785729842,0.6125030079175552,4.117011837226392,4.128828678828835,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.028278520230698
7507,null1,greenview,3,2,2,ta,left,3_2,4959,8,518,35,telling,1,90,81.1346582583131,-0.24238099912603417,-1.7952801587163143,2.7482045789059484,2.505823579779914,0,-0.24238099912603417,0.508573921460019,86.63500771346902,0.8367861351249597,-3.3649922865309776,0.8348328263749007,-0.6486036767072518,-0.6596986856830965,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.249975242259483
7508,null1,broadway,1,5,2,ta,left,1_5,4256,30,203,36,telling,1,70,147.29848706238238,2,12.879789420209447,2.193323579779914,4.193323579779914,-0.5548809991260342,1.4451190008739658,0.556380957277508,103.21297213000315,0.64657770838018,13.21297213000316,0.6152127436531083,1.9522412842661991,2.3715287764637836,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,5.313205979041787
7509,null1,grandma,1,3,2,ta,left,1_3,3411,12,504,37,telling,1,70,102.02442198493041,0.875,6.52185251905055,2.193323579779914,3.068323579779914,-0.5548809991260342,0.32011900087396583,0.5471216391926647,83.81186832426707,0.49849479724194234,-6.188131675732933,0.4969723165202177,-1.299640330427804,-1.2332453727633026,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.222576268071369
7510,null1,branning,5,3,2,ta,left,5_3,4963,44,1186,38,telling,1,110,102.02442198493041,-0.2071003893612655,-1.3030678399057682,3.2754239691411797,3.068323579779914,0.5272193902352313,0.32011900087396583,0.5053664033085631,105.2740311649787,0.5394841911447316,15.2740311649787,0.5376408397841341,2.724459562082503,2.7138323029986786,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,7.078341579557671
7511,null1,bronville,3,3,2,ta,left,3_3,4155,78,341,39,telling,1,90,102.02442198493041,0.32011900087396583,2.171011566434052,2.7482045789059484,3.068323579779914,0,0.32011900087396583,0.5442314065666097,94.51207974804954,0.8485684336462485,4.512079748049552,0.8237102551189887,0.8961618166416937,0.8468847955026955,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,5.831882477283517
7512,null1,greenview,2,2,2,ta,left,2_2,3929,30,257,40,telling,1,80,81.1346582583131,0.03142632932198097,0.24381985859143213,2.4743972504579332,2.505823579779914,-0.27380732844801514,-0.24238099912603417,0.5173542201954114,81.20967720032412,0.5970106987202565,-8.790322799675867,0.5998911192344759,-1.7620759657573513,-1.7792801725619696,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,5.54907608489522
7513,null1,grandma,1,4,2,ta,left,1_4,3088,72,591,41,telling,1,70,124.05699442806409,1.4375,9.906915007213346,2.193323579779914,3.630823579779914,-0.5548809991260342,0.8826190008739658,0.5655445214041677,92.18500057353117,0.6012805608271414,2.1850005735311786,0.5834635662547727,0.18255893581793078,0.4152843278260423,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.3818160174060985
7514,null1,branning,2,3,2,ta,left,2_3,3250,40,740,42,telling,1,80,102.02442198493041,0.593926329321981,4.210111583741802,2.4743972504579332,3.068323579779914,-0.27380732844801514,0.32011900087396583,0.5137724967131784,89.49824523601082,0.5053345693609509,-0.5017547639891943,0.500538458595179,-0.12677608305563556,-0.09678726308084076,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.606650186198215
7515,null1,greenview,5,2,2,ta,left,5_2,4080,14,539,43,telling,1,110,81.1346582583131,-0.7696003893612655,-5.269359565056132,3.2754239691411797,2.505823579779914,0.5272193902352313,-0.24238099912603417,0.4927890704218118,97.4988606393565,0.46805040106325535,7.498860639356499,0.46805962088696046,1.348465715724484,1.3855243001709905,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.289715570908998
7516,null1,bronville,4,3,2,ta,left,4_3,4311,64,877,44,telling,1,100,102.02442198493041,0.05322064574961871,0.34697444509345005,3.0151029340302955,3.068323579779914,0.2668983551243471,0.32011900087396583,0.5504945665509167,99.87237774850944,0.6306414164841332,9.872377748509422,0.6245138842135527,1.8632587614611513,1.801928611929282,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.776506992372183
7517,null1,broadway,3,4,2,ta,left,3_4,4672,38,451,45,telling,1,90,124.05699442806409,0.8826190008739658,5.556074054596848,2.7482045789059484,3.630823579779914,0,0.8826190008739658,0.5284290346986892,103.81640893719097,0.836409087994279,13.81640893719096,0.8216665591173017,2.430562587406429,2.4724510030729046,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.111467339502679
7518,null1,grandma,2,5,2,ta,right,2_5,4994,44,414,46,asking,0,80,147.29848706238238,1.718926329321981,10.568048484900695,2.4743972504579332,4.193323579779914,-0.27380732844801514,1.4451190008739658,0.5787717212916152,106.4177189934705,0.7599637383555573,16.41771899347051,0.7405840561844684,2.585802104676147,2.90089774821919,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.025865973825314
7519,null1,broadway,2,1,2,ta,left,2_1,4286,66,343,47,telling,1,80,61.325523908511215,-0.531073670678019,-4.602148153361464,2.4743972504579332,1.9433235797799142,-0.27380732844801514,-0.8048809991260342,0.47167619391655263,72.64127564522842,0.6678143304199594,-17.358724354771578,0.6841842766902516,-3.7340545765643385,-3.7096255630384145,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,5.8377304471659395
7520,null1,greenview,2,4,2,ta,right,2_4,3197,80,486,48,asking,0,80,124.05699442806409,1.156426329321981,7.595174071904597,2.4743972504579332,3.630823579779914,-0.27380732844801514,0.8826190008739658,0.5534764530168779,97.38511939376279,0.6945726196729252,7.385119393762803,0.678432248488277,1.213355578447129,1.3653160984009123,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.186208623900494
7521,null1,branning,1,1,2,ta,left,1_1,4970,38,309,49,telling,1,70,61.325523908511215,-0.25,-2.2904072180527137,2.193323579779914,1.9433235797799142,-0.5548809991260342,-0.8048809991260342,0.47167460539617934,67.81314490769817,0.6124064933428064,-22.186855092301826,0.6235880415688063,-4.932130164025503,-4.900320585635691,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,5.733341276897746
7522,null1,bronville,4,5,2,ta,right,4_5,4394,10,921,50,asking,0,100,147.29848706238238,1.1782206457496187,6.704911346252346,3.0151029340302955,4.193323579779914,0.2668983551243471,1.4451190008739658,0.580458254529913,116.11753320149835,0.7569508341975343,26.11753320149835,0.7383054271184688,4.304215292102494,4.411067067166195,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.825460036255307
7523,null1,greenview,4,1,3,ta,left,4_1,3566,24,393,51,telling,1,100,61.325523908511215,-1.0717793542503813,-8.465285292009813,3.0151029340302955,1.9433235797799142,0.2668983551243471,-0.8048809991260342,0.4749056717395845,84.63669461643303,0.6610234533167529,-5.363305383566956,0.6773034871409301,-1.216375533528123,-1.0637005871656109,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,5.973809611869261
7524,null1,broadway,5,4,3,ta,right,5_4,3278,56,289,52,asking,0,110,124.05699442806409,0.3553996106387345,2.0819946482570297,3.2754239691411797,3.630823579779914,0.5272193902352313,0.8826190008739658,0.5213868073875305,114.54842758487838,0.618355889732506,24.54842758487837,0.6073247024306861,4.206779710087277,4.175528978846351,rising,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,5.666426688112432
7525,null1,grandma,4,2,3,ta,left,4_2,4121,2,377,53,telling,1,100,81.1346582583131,-0.5092793542503813,-3.6193172800569147,3.0151029340302955,2.505823579779914,0.2668983551243471,-0.24238099912603417,0.5168307448111464,92.26865651925586,0.5230331558950602,2.268656519255843,0.520941452984288,0.43839665013319196,0.4309877878558559,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,5.932245187448011
7526,null1,branning,3,2,3,ta,left,3_2,4639,6,510,54,telling,1,90,81.1346582583131,-0.24238099912603417,-1.7952801587163143,2.7482045789059484,2.505823579779914,0,-0.24238099912603417,0.4912578035528134,86.21385304212714,0.8385836772423607,-3.7861469578728655,0.8364343754836181,-0.739403080319465,-0.7440635749436466,falling,67,40,Female,Yes,NA,No,NA,No,NA,1,6,3,51,6.234410725718371
